3.542485	1.977398	0
3.018896	2.556416	0
7.551510	-1.580030	1
2.114999	-0.004466	0
8.127113	1.274372	1
7.108772	-0.986906	1
8.610639	2.046708	1
2.326297	0.265213	0
3.634009	1.730537	0
0.341367	-0.894998	0
3.125951	0.293251	0
2.123252	-0.783563	0
0.887835	-2.797792	0
7.139979	-2.329896	1
1.696414	-1.212496	0
8.117032	0.623493	1
8.497162	-0.266649	1
4.658191	3.507396	0
8.197181	1.545132	1
1.208047	0.213100	0
1.928486	-0.321870	0
2.175808	-0.014527	0
7.886608	0.461755	1
3.223038	-0.552392	0
3.628502	2.190585	0
7.407860	-0.121961	1
7.286357	0.251077	1
2.301095	-0.533988	0
-0.232542	-0.547690	0
3.457096	-0.082216	0
3.023938	-0.057392	0
8.015003	0.885325	1
8.991748	0.923154	1
7.916831	-1.781735	1
7.616862	-0.217958	1
2.450939	0.744967	0
7.270337	-2.507834	1
1.749721	-0.961902	0
1.803111	-0.176349	0
8.804461	3.044301	1
1.231257	-0.568573	0
2.074915	1.410550	0
-0.743036	-1.736103	0
3.536555	3.964960	0
8.410143	0.025606	1
7.382988	-0.478764	1
6.960661	-0.245353	1
8.234460	0.701868	1
8.168618	-0.903835	1
1.534187	-0.622492	0
9.229518	2.066088	1
7.886242	0.191813	1
2.893743	-1.643468	0
1.870457	-1.040420	0
5.286862	-2.358286	1
6.080573	0.418886	1
2.544314	1.714165	0
6.016004	-3.753712	1
0.926310	-0.564359	0
0.870296	-0.109952	0
2.369345	1.375695	0
1.363782	-0.254082	0
7.279460	-0.189572	1
1.896005	0.515080	0
8.102154	-0.603875	1
2.529893	0.662657	0
1.963874	-0.365233	0
8.132048	0.785914	1
8.245938	0.372366	1
6.543888	0.433164	1
-0.236713	-5.766721	0
8.112593	0.295839	1
9.803425	1.495167	1
1.497407	-0.552916	0
1.336267	-1.632889	0
9.205805	-0.586480	1
1.966279	-1.840439	0
8.398012	1.584918	1
7.239953	-1.764292	1
7.556201	0.241185	1
9.015509	0.345019	1
8.266085	-0.230977	1
8.545620	2.788799	1
9.295969	1.346332	1
2.404234	0.570278	0
2.037772	0.021919	0
1.727631	-0.453143	0
1.979395	-0.050773	0
8.092288	-1.372433	1
1.667645	0.239204	0
9.854303	1.365116	1
7.921057	-1.327587	1
8.500757	1.492372	1
1.339746	-0.291183	0
3.107511	0.758367	0
2.609525	0.902979	0
3.263585	1.367898	0
2.912122	-0.202359	0
1.731786	0.589096	0
2.387003	1.573131	0
